EngineID,Cycle,OpSetting1,OpSetting2,OpSetting3,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,epr,Ps30,phi,NRf,NRc,BPR,farB,htBleed,Nf_dmd,PCNfR_dmd,W31,W32,RUL
-1.454,0.061,-0.042,-1.032,0.000,0.000,-1.362,-2.043,-0.815,-1.000,0.142,1.460,-0.798,0.811,0.000,-1.352,0.646,-1.893,0.863,0.039,-1.000,-1.427,0.000,0.000,1.017,0.910,88.000
-1.454,0.075,2.290,-1.032,0.000,0.000,-1.302,-0.310,-1.065,-1.000,0.142,0.782,-1.080,0.556,0.000,-0.978,1.283,-1.337,0.903,-0.838,-1.000,-0.136,0.000,0.000,0.242,0.433,87.000
-1.454,0.090,-1.093,-0.008,0.000,0.000,-0.162,-0.929,-0.920,-1.000,0.142,1.517,-1.221,0.641,0.000,-1.128,0.416,-1.476,0.760,-0.465,-1.000,-1.427,0.000,0.000,-0.035,1.273,86.000
-1.454,0.104,1.147,-0.008,0.000,0.000,-0.302,-1.025,-2.500,-1.000,0.142,0.647,-1.362,0.855,0.000,-1.128,0.551,-0.920,0.828,-1.116,-1.000,0.510,0.000,0.000,0.906,0.303,85.000
-1.454,0.119,-1.093,0.674,0.000,0.000,-1.842,-0.306,-0.729,-1.000,0.142,1.110,-1.080,0.513,0.000,-0.192,0.660,-1.476,1.061,-1.769,-1.000,-0.136,0.000,0.000,1.404,0.938,84.000
-1.454,0.133,0.781,-0.008,0.000,0.000,-0.742,-0.292,0.360,-1.000,0.142,0.714,-1.784,0.972,0.000,-1.427,1.053,-1.337,0.922,-0.313,-1.000,-0.136,0.000,0.000,0.242,0.941,83.000
-1.454,0.148,-1.550,-0.690,0.000,0.000,-0.622,-0.619,-1.229,-1.000,0.142,1.347,-1.080,0.656,0.000,-1.577,0.673,-1.337,0.908,-0.343,-1.000,-0.136,0.000,0.000,0.740,1.276,82.000
-1.454,0.162,-0.499,0.333,0.000,0.000,-1.342,-1.601,-1.549,-1.000,-7.058,1.166,-1.080,1.005,0.000,-1.352,0.633,-1.337,0.900,-0.828,-1.000,0.510,0.000,0.000,0.408,1.214,81.000
-1.454,0.177,-0.545,1.016,0.000,0.000,-0.942,-0.457,-1.156,-1.000,0.142,1.336,-1.502,0.355,0.000,-0.229,0.687,-0.920,0.788,0.839,-1.000,-0.136,0.000,0.000,1.183,-0.030,80.000
-1.454,0.192,-0.133,-0.690,0.000,0.000,-0.262,0.983,-0.499,-1.000,0.142,0.308,-0.798,0.895,0.000,-1.203,1.094,-1.476,0.951,0.380,-1.000,1.155,0.000,0.000,0.574,0.357,79.000
-1.454,0.206,-0.590,-0.690,0.000,0.000,-0.242,1.172,-1.175,-1.000,0.142,0.172,-1.643,0.778,0.000,-0.491,1.487,-1.615,0.881,-1.140,-1.000,0.510,0.000,0.000,0.629,1.043,78.000
-1.454,0.221,-1.322,1.016,0.000,0.000,-0.522,-0.403,-1.344,-1.000,0.142,0.522,-1.080,0.964,0.000,-0.079,0.511,-1.615,0.922,-0.918,-1.000,-0.782,0.000,0.000,0.242,0.818,77.000
-1.454,0.235,-1.688,-1.714,0.000,0.000,0.118,-0.586,-0.699,-1.000,-7.058,1.110,-0.657,0.726,0.000,-0.866,0.809,-1.337,1.161,-0.263,-1.000,-0.782,0.000,0.000,-0.256,1.876,76.000
-1.454,0.250,-0.682,-0.008,0.000,0.000,-0.002,-1.172,-1.211,-1.000,0.142,0.601,-1.643,0.705,0.000,-0.978,0.334,-1.893,1.059,-0.529,-1.000,-0.782,0.000,0.000,0.961,-0.216,75.000
-1.454,0.264,-2.602,1.357,0.000,0.000,-0.642,-0.364,-0.597,-1.000,0.142,0.827,-0.798,0.871,0.000,-1.090,1.202,-1.893,0.868,-1.049,-1.000,-0.136,0.000,0.000,1.514,0.417,74.000
-1.454,0.279,-2.602,0.333,0.000,0.000,-0.502,-0.111,-0.225,-1.000,0.142,1.765,-0.939,0.961,0.000,-0.678,0.307,-0.642,1.022,-0.913,-1.000,-0.782,0.000,0.000,0.851,0.688,73.000
-1.454,0.293,-2.236,-0.008,0.000,0.000,0.178,-0.408,-1.100,-1.000,0.142,0.488,-1.502,0.765,0.000,-0.529,0.904,-1.059,1.325,-0.713,-1.000,-0.136,0.000,0.000,0.187,1.354,72.000
-1.454,0.308,-0.636,0.674,0.000,0.000,-0.162,-0.154,-1.086,-1.000,0.142,1.166,-1.643,1.118,0.000,-0.641,0.890,-1.615,1.501,-0.910,-1.000,-0.136,0.000,0.000,1.127,1.153,71.000
-1.454,0.322,-1.047,1.016,0.000,0.000,-0.862,-0.239,-1.497,-1.000,0.142,0.658,-1.643,0.943,0.000,-0.416,0.849,-1.198,1.480,-1.790,-1.000,0.510,0.000,0.000,0.131,0.348,70.000
-1.454,0.337,1.559,-1.373,0.000,0.000,-1.062,0.565,-1.233,-1.000,0.142,0.229,-0.798,0.801,0.000,-0.603,1.256,-0.781,1.297,-0.697,-1.000,-0.782,0.000,0.000,0.297,0.151,69.000
-1.454,0.351,-0.042,1.357,0.000,0.000,0.098,-0.434,-0.233,-1.000,0.142,1.257,-1.784,1.044,0.000,-0.978,0.524,-1.754,0.989,-0.932,-1.000,-0.782,0.000,0.000,1.348,-0.239,68.000
-1.454,0.366,1.513,-1.373,0.000,0.000,-0.142,0.510,-0.007,-1.000,0.142,0.568,-1.221,1.198,0.000,-1.053,1.365,-1.059,1.460,-0.609,-1.000,-1.427,0.000,0.000,0.851,0.236,67.000
-1.454,0.380,0.278,-0.008,0.000,0.000,-0.842,0.645,-1.224,-1.000,0.142,0.477,-0.657,1.280,0.000,-0.192,0.985,-1.615,1.520,-1.334,-1.000,-0.136,0.000,0.000,0.740,0.715,66.000
-1.454,0.395,-0.133,1.016,0.000,0.000,-0.222,-0.377,-0.418,-1.000,0.142,1.076,-0.939,1.262,0.000,-0.379,0.741,-0.503,1.360,-0.521,-1.000,-0.782,0.000,0.000,-0.367,0.763,65.000
-1.454,0.409,-2.190,-0.349,0.000,0.000,-0.102,0.706,-0.485,-1.000,0.142,0.940,-1.080,1.228,0.000,-1.053,-0.059,-1.754,1.212,-0.473,-1.000,-0.782,0.000,0.000,0.961,0.137,64.000
-1.454,0.424,-1.047,1.698,0.000,0.000,-0.162,-0.085,-0.774,-1.000,0.142,0.793,-2.207,1.412,0.000,-0.940,0.565,-3.006,1.442,-0.806,-1.000,-1.427,0.000,0.000,0.187,1.244,63.000
-1.454,0.438,-2.053,-1.032,0.000,0.000,-0.022,0.530,-0.376,-1.000,0.142,1.042,-0.798,1.576,0.000,-1.427,1.012,-1.893,1.606,-0.612,-1.000,-0.136,0.000,0.000,-0.090,0.692,62.000
-1.454,0.453,0.233,-1.714,0.000,0.000,0.438,0.812,-1.045,-1.000,0.142,0.511,-1.080,1.209,0.000,-0.641,0.687,-0.920,1.346,-0.852,-1.000,-0.136,0.000,0.000,1.348,1.842,61.000
-1.454,0.467,-0.910,-0.349,0.000,0.000,-0.222,-0.204,-0.686,-1.000,0.142,1.076,-1.643,1.331,0.000,-0.940,1.121,-1.893,1.433,0.063,-1.000,0.510,0.000,0.000,0.740,-0.273,60.000
-1.454,0.482,0.461,-0.690,0.000,0.000,-1.062,-1.263,-0.589,-1.000,0.142,0.816,-0.939,1.699,0.000,-0.866,0.172,-0.920,1.599,-0.828,-1.000,0.510,0.000,0.000,0.297,0.032,59.000
-1.454,0.496,-0.407,-0.690,0.000,0.000,-1.042,0.205,-0.410,-1.000,0.142,1.087,-0.798,1.550,0.000,-0.416,1.460,-0.920,1.671,-0.614,-1.000,-0.136,0.000,0.000,0.242,1.130,58.000
-1.454,0.511,0.141,-1.714,0.000,0.000,-0.202,0.512,-0.368,-1.000,0.142,0.568,-1.502,1.175,0.000,-0.603,0.592,-1.059,1.649,0.385,-1.000,-1.427,0.000,0.000,-0.201,-0.156,57.000
-1.454,0.525,1.101,-1.373,0.000,0.000,-1.042,0.225,-1.054,-1.000,0.142,0.850,-1.925,1.210,0.000,-0.716,0.592,-0.920,1.661,-0.079,-1.000,-0.782,0.000,0.000,0.242,-0.317,56.000
-1.454,0.540,0.278,-1.714,0.000,0.000,0.558,-1.232,-0.374,-1.000,0.142,0.669,-1.502,1.353,0.000,-0.154,1.053,-1.615,1.547,-0.111,-1.000,-0.782,0.000,0.000,0.519,0.456,55.000
-1.454,0.554,0.918,1.016,0.000,0.000,-1.002,-0.330,-0.493,-1.000,0.142,0.793,-1.925,1.586,0.000,-0.641,0.904,-1.476,1.460,-0.833,-1.000,0.510,0.000,0.000,-0.201,0.139,54.000
-1.454,0.569,1.330,-1.032,0.000,0.000,-1.482,0.096,-0.909,-1.000,0.142,0.285,-0.375,1.554,0.000,-0.266,0.660,-0.781,1.787,-1.132,-1.000,-0.136,0.000,0.000,-0.256,0.292,53.000
-1.454,0.584,-0.865,1.357,0.000,0.000,-0.162,-0.237,-0.831,-1.000,0.142,0.986,-1.502,1.883,0.000,-1.839,1.310,-0.920,1.806,-0.633,-1.000,-0.782,0.000,0.000,0.242,0.542,52.000
-1.454,0.598,0.370,1.357,0.000,0.000,-0.722,0.696,-0.277,-1.000,0.142,0.680,-0.798,1.692,0.000,-0.791,0.497,-1.476,1.843,-0.980,-1.000,-0.782,0.000,0.000,0.906,0.094,51.000
-1.454,0.613,-1.916,-1.032,0.000,0.000,-1.482,-1.103,-0.194,-1.000,0.142,0.658,-0.939,2.049,0.000,-0.491,1.080,-2.171,1.855,-0.577,-1.000,-0.136,0.000,0.000,1.570,0.563,50.000
-1.454,0.627,-0.316,-0.690,0.000,0.000,-0.062,-0.584,1.170,-1.000,0.142,1.178,-1.362,1.803,0.000,0.071,2.002,-1.337,2.033,-0.686,-1.000,0.510,0.000,0.000,0.408,-1.087,49.000
-1.454,0.642,0.736,0.333,0.000,0.000,-0.962,-0.230,0.213,-1.000,0.142,0.579,-1.221,1.996,0.000,-0.229,0.280,-1.059,1.870,-0.644,-1.000,0.510,0.000,0.000,0.242,0.034,48.000
-1.454,0.656,-0.590,-1.373,0.000,0.000,-0.042,0.427,-0.330,-1.000,0.142,0.986,-1.080,1.707,0.000,-0.641,0.253,-0.920,2.187,0.041,-1.000,1.155,0.000,0.000,-0.588,-0.058,47.000
-1.454,0.671,0.370,0.333,0.000,0.000,0.358,-0.301,0.286,-1.000,0.142,0.274,-0.798,1.804,0.000,-0.304,0.809,-0.920,2.044,-0.820,-1.000,-0.136,0.000,0.000,0.408,-0.155,46.000
-1.454,0.685,0.004,0.674,0.000,0.000,-0.002,-0.893,-0.488,-1.000,0.142,1.279,-0.375,1.869,0.000,-0.341,-0.113,-1.198,1.945,-0.041,-1.000,0.510,0.000,0.000,-0.090,0.490,45.000
-1.454,0.700,-0.225,-0.008,0.000,0.000,0.278,0.233,-0.838,-1.000,0.142,1.121,-0.657,2.370,0.000,-0.154,0.809,-1.198,1.931,-0.215,-1.000,-0.136,0.000,0.000,0.242,-0.259,44.000
-1.454,0.714,1.376,-1.373,0.000,0.000,-0.142,0.694,-1.085,-1.000,-7.058,0.217,-1.784,2.304,0.000,-0.379,0.646,-1.059,2.335,-0.806,-1.000,-0.782,0.000,0.000,0.408,0.060,43.000
-1.454,0.729,0.233,1.016,0.000,0.000,-0.022,-0.792,-0.775,-1.000,0.142,0.726,-0.798,2.272,0.000,-0.491,-0.181,-1.198,2.165,-0.063,-1.000,0.510,0.000,0.000,-0.533,1.181,42.000
-1.454,0.743,-1.185,-1.032,0.000,0.000,-0.422,-0.297,-0.132,-1.000,0.142,1.901,-1.080,2.339,0.000,-0.192,0.144,-1.476,2.569,-1.390,-1.000,0.510,0.000,0.000,-0.975,-0.593,41.000
-1.454,0.758,0.278,0.333,0.000,0.000,0.558,-0.969,0.371,-1.000,0.142,1.212,-1.221,2.106,0.000,-0.379,0.131,-1.198,2.420,-0.494,-1.000,-0.136,0.000,0.000,-0.311,-0.467,40.000
-1.454,0.772,-0.865,-1.032,0.000,0.000,0.158,0.298,0.243,-1.000,0.142,0.613,-1.080,2.254,0.000,0.407,0.755,-1.059,2.649,-0.281,-1.000,0.510,0.000,0.000,1.017,-0.591,39.000
-1.454,0.787,0.553,0.333,0.000,0.000,-0.082,-0.195,0.323,-1.000,0.142,-0.189,-1.080,2.512,0.000,-0.229,0.863,-0.781,2.451,0.655,-1.000,-0.136,0.000,0.000,-0.367,-0.071,38.000
-1.454,0.801,1.879,-0.349,0.000,0.000,0.738,0.967,-0.712,-1.000,0.142,0.455,-0.235,2.611,0.000,-0.716,1.202,-1.615,2.408,-0.638,-1.000,-0.782,0.000,0.000,-0.311,0.485,37.000
-1.454,0.816,-0.179,0.333,0.000,0.000,-0.242,0.815,0.246,-1.000,0.142,0.432,-0.939,2.990,0.000,0.407,0.700,-0.503,2.399,0.287,-1.000,0.510,0.000,0.000,0.463,0.986,36.000
-1.454,0.830,0.690,1.016,0.000,0.000,0.558,0.339,0.241,-1.000,0.142,0.409,-1.502,2.631,0.000,0.145,0.077,-1.476,2.655,-0.436,-1.000,-0.136,0.000,0.000,0.408,0.533,35.000
-1.454,0.845,1.147,-0.349,0.000,0.000,0.258,-0.247,-0.633,-1.000,0.142,1.110,-0.798,2.607,0.000,-0.117,-0.669,-0.086,2.803,0.500,-1.000,-0.136,0.000,0.000,-0.090,-1.550,34.000
-1.454,0.859,0.690,-1.032,0.000,0.000,0.178,0.073,0.241,-1.000,0.142,0.285,-1.643,3.011,0.000,-0.117,-0.425,-0.642,2.659,-0.231,-1.000,1.155,0.000,0.000,-0.090,0.159,33.000
-1.454,0.874,-1.505,-0.690,0.000,0.000,0.298,0.691,-0.512,-1.000,0.142,0.895,-0.939,2.864,0.000,-0.566,0.578,-1.198,2.858,0.329,-1.000,1.155,0.000,0.000,-0.865,-0.272,32.000
-1.454,0.888,0.461,-1.032,0.000,0.000,-0.142,-0.358,0.180,-1.000,0.142,-0.189,-0.375,3.164,0.000,0.557,0.524,0.610,3.448,0.740,-1.000,0.510,0.000,0.000,-0.090,-0.229,31.000
-1.454,0.903,1.101,0.674,0.000,0.000,-0.682,-0.562,1.007,-1.000,0.142,-0.653,0.047,3.477,0.000,1.081,-0.072,-0.503,3.076,1.132,-1.000,-0.136,0.000,0.000,1.348,-0.042,30.000
-1.454,0.917,1.879,1.357,0.000,0.000,0.778,0.564,0.222,-1.000,0.142,0.183,-1.221,3.077,0.000,0.145,-0.059,-0.225,3.080,0.383,-1.000,-0.136,0.000,0.000,-0.201,-0.765,29.000
-1.454,0.932,-1.322,-1.373,0.000,0.000,-0.222,-0.115,-0.613,-1.000,0.142,0.534,-0.798,2.998,0.000,-0.117,0.022,-0.364,3.449,-0.076,-1.000,0.510,0.000,0.000,-0.367,-0.648,28.000
-1.454,0.946,0.095,0.333,0.000,0.000,-0.222,0.779,1.002,-1.000,0.142,0.172,-0.657,3.549,0.000,0.108,-0.574,-0.920,3.491,0.465,-1.000,-0.136,0.000,0.000,-0.477,-0.578,27.000
-1.454,0.961,1.056,0.333,0.000,0.000,0.418,0.732,0.351,-1.000,0.142,-0.653,-1.080,3.258,0.000,-0.341,-0.181,-0.642,3.357,-0.039,-1.000,-0.136,0.000,0.000,-0.145,-0.437,26.000
-1.454,0.976,0.461,-0.349,0.000,0.000,0.958,0.169,-0.050,-1.000,0.142,0.590,-1.221,3.384,0.000,0.220,-0.045,-1.198,3.708,0.668,-1.000,1.155,0.000,0.000,-0.201,-0.517,25.000
-1.454,0.990,-2.145,1.016,0.000,0.000,0.298,0.867,-0.079,-1.000,0.142,0.195,-0.375,3.729,0.000,-0.416,0.063,-0.225,3.590,-0.169,-1.000,1.801,0.000,0.000,0.408,-0.958,24.000
-1.454,1.005,-0.590,-0.690,0.000,0.000,1.238,0.693,-0.195,-1.000,0.142,-0.653,-0.094,3.901,0.000,0.670,0.334,-0.642,3.891,0.265,-1.000,0.510,0.000,0.000,-0.533,0.275,23.000
-1.454,1.019,0.324,1.016,0.000,0.000,0.658,1.554,0.363,-1.000,0.142,0.601,-0.094,4.153,0.000,0.445,-0.262,-0.781,3.835,-0.097,-1.000,0.510,0.000,0.000,-0.477,-0.637,22.000
-1.454,1.034,-0.362,0.674,0.000,0.000,0.738,0.724,-0.305,-1.000,0.142,0.556,-0.657,4.101,0.000,-0.154,-0.235,0.054,4.415,1.404,-1.000,0.510,0.000,0.000,-1.861,-1.437,21.000
-1.454,1.048,-0.362,-1.373,0.000,0.000,1.098,2.033,0.966,-1.000,0.142,0.522,-1.362,3.611,0.000,0.183,-0.737,-0.225,4.164,0.124,-1.000,1.155,0.000,0.000,0.519,-0.900,20.000
-1.454,1.063,0.095,-1.373,0.000,0.000,0.658,1.053,0.842,-1.000,0.142,-0.472,0.188,4.422,0.000,0.183,-0.723,0.054,4.004,0.911,-1.000,1.155,0.000,0.000,-0.865,-0.923,19.000
-1.454,1.077,0.690,1.357,0.000,0.000,0.778,0.026,0.160,-1.000,0.142,-0.483,-0.094,4.615,0.000,0.520,0.294,-0.086,4.510,0.791,-1.000,0.510,0.000,0.000,-1.141,-0.767,18.000
-1.454,1.092,-1.093,-0.349,0.000,0.000,1.738,1.968,0.735,-1.000,0.142,0.568,-0.235,4.448,0.000,0.819,-0.506,-0.225,4.572,0.489,-1.000,1.155,0.000,0.000,-1.086,-1.116,17.000
-1.454,1.106,0.918,-1.373,0.000,0.000,1.038,1.839,1.322,-1.000,0.142,-0.630,-0.375,4.412,0.000,0.894,-0.506,-0.225,4.486,1.556,-1.000,-0.136,0.000,0.000,-1.031,-1.200,16.000
-1.454,1.121,-0.179,-0.008,0.000,0.000,0.958,0.500,0.723,-1.000,0.142,-1.093,-0.516,4.797,0.000,0.445,-0.167,-0.642,4.957,0.105,-1.000,1.155,0.000,0.000,-0.588,-0.871,15.000
-1.454,1.135,-1.002,-0.008,0.000,0.000,1.738,2.694,1.417,-1.000,0.142,-1.037,-0.375,4.515,0.000,0.482,-0.656,-0.225,4.934,1.377,-1.000,1.155,0.000,0.000,-0.145,-1.124,14.000
-1.454,1.150,-2.739,1.016,0.000,0.000,0.298,1.852,0.941,-1.000,0.142,-0.608,0.470,4.834,0.000,1.156,-0.845,-0.364,5.049,1.521,-1.000,1.155,0.000,0.000,-1.971,0.001,13.000
-1.454,1.164,1.147,-0.690,0.000,0.000,0.318,0.898,1.076,-1.000,0.142,-0.596,-0.798,5.123,0.000,1.344,-0.032,0.193,5.252,0.268,-1.000,1.801,0.000,0.000,-0.975,-1.758,12.000
-1.454,1.179,-0.727,0.674,0.000,0.000,2.098,0.822,0.983,-1.000,0.142,-0.009,0.329,5.581,0.000,1.418,-0.588,0.054,5.172,1.508,-1.000,1.801,0.000,0.000,-1.639,-1.185,11.000
-1.454,1.193,-0.042,-0.349,0.000,0.000,1.398,2.022,1.574,-1.000,0.142,-0.958,0.329,5.374,0.000,1.306,-0.845,0.054,5.481,1.361,-1.000,1.155,0.000,0.000,-0.754,-0.733,10.000
-1.454,1.208,0.690,1.357,0.000,0.000,1.098,1.255,1.253,-1.000,0.142,-1.195,0.752,5.627,0.000,1.381,-1.767,-0.225,5.662,1.641,-1.000,1.801,0.000,0.000,-0.754,-0.996,9.000
-1.454,1.222,-0.499,-1.373,0.000,0.000,1.278,1.896,2.052,-1.000,0.142,-1.139,0.329,5.722,0.000,1.381,-0.859,1.027,5.873,1.489,-1.000,1.801,0.000,0.000,-0.809,-2.468,8.000
-1.454,1.237,-0.042,-0.008,0.000,0.000,0.898,1.438,1.054,-1.000,0.142,-1.139,0.892,6.436,0.000,2.017,-0.466,-0.364,5.947,-0.020,-1.000,1.801,0.000,0.000,-2.358,-0.534,7.000
-1.454,1.251,0.324,0.333,0.000,0.000,0.038,2.033,2.453,-1.000,0.142,-1.376,-0.094,6.361,0.000,1.868,-0.954,0.471,6.203,1.297,-1.000,1.801,0.000,0.000,-1.529,-1.279,6.000
-1.454,1.266,-0.819,-0.349,0.000,0.000,1.118,1.189,1.676,-1.000,0.142,-1.828,0.329,6.084,0.000,1.156,-1.117,-0.364,6.229,1.271,-1.000,1.801,0.000,0.000,-1.473,-2.176,5.000
-1.454,1.280,0.278,1.698,0.000,0.000,1.478,1.007,0.897,-1.000,0.142,-0.834,0.752,6.388,0.000,1.493,-1.442,-0.086,6.452,1.796,-1.000,1.801,0.000,0.000,-1.695,-1.004,4.000
-1.454,1.295,1.010,-0.690,0.000,0.000,1.558,1.456,2.766,-1.000,0.142,-0.574,0.752,6.765,0.000,1.156,-2.106,0.471,6.691,2.092,-1.000,2.447,0.000,0.000,-1.805,-1.488,3.000
-1.454,1.309,-1.185,0.674,0.000,0.000,2.018,2.149,2.251,-1.000,0.142,-1.873,-0.094,7.048,0.000,1.044,-1.239,0.054,6.767,2.295,-1.000,1.801,0.000,0.000,-2.303,-2.051,2.000
-1.454,1.324,-0.636,-1.373,0.000,0.000,1.438,2.017,2.557,-1.000,0.142,-1.218,4.837,7.229,0.000,1.643,-1.442,4.781,7.131,1.457,-1.000,2.447,0.000,0.000,-2.137,-1.745,1.000
-1.454,1.338,-0.727,1.357,0.000,0.000,2.718,0.789,2.166,-1.000,0.142,-1.206,5.682,7.903,0.000,2.130,-1.537,6.450,7.647,1.959,-1.000,3.738,0.000,0.000,-2.026,-2.414,0.000
-1.420,-1.565,-0.636,1.357,0.000,0.000,-1.522,-0.423,-1.859,-1.000,0.142,1.132,-1.362,-0.624,0.000,-1.839,1.527,-1.198,-0.322,-1.020,-1.000,-1.427,0.000,0.000,1.238,2.228,221.000
-1.420,-1.551,0.416,1.698,0.000,0.000,-0.922,-0.606,-1.878,-1.000,0.142,1.573,-0.516,-0.372,0.000,-1.277,2.205,-0.781,-0.062,-1.476,-1.000,-2.073,0.000,0.000,1.293,0.193,220.000
-1.420,-1.536,0.416,-0.008,0.000,0.000,-1.042,-1.543,-1.491,-1.000,0.142,1.189,-1.221,-0.806,0.000,-1.315,1.094,-1.754,-0.362,0.001,-1.000,-0.782,0.000,0.000,1.072,1.992,219.000
-1.420,-1.522,0.461,1.357,0.000,0.000,-1.082,-0.058,-2.309,-1.000,0.142,0.929,-1.502,-0.354,0.000,-1.614,1.487,-0.920,-0.374,-1.316,-1.000,-1.427,0.000,0.000,0.076,0.385,218.000
-1.420,-1.507,-0.910,-1.032,0.000,0.000,-1.102,-1.539,-1.396,-1.000,-7.058,1.008,-1.925,-0.864,0.000,-1.277,1.188,-1.198,-0.252,-1.446,-1.000,-0.782,0.000,0.000,1.348,1.620,217.000
-1.420,-1.493,1.467,1.357,0.000,0.000,-1.382,-0.880,-1.558,-1.000,0.142,1.257,-1.080,-0.482,0.000,-1.914,1.283,-1.059,-0.086,-1.577,-1.000,-2.073,0.000,0.000,1.459,0.700,216.000
-1.420,-1.478,-0.773,0.674,0.000,0.000,-0.482,-1.234,-1.630,-1.000,0.142,1.912,-1.221,-0.613,0.000,-1.203,1.975,-0.920,-0.241,-1.185,-1.000,-1.427,0.000,0.000,0.961,1.068,215.000
-1.420,-1.464,0.507,-1.032,0.000,0.000,-2.142,-0.978,-1.838,-1.000,0.142,1.031,-0.939,-0.419,0.000,-1.128,1.188,-1.337,-0.364,-1.622,-1.000,-1.427,0.000,0.000,2.012,1.144,214.000
-1.420,-1.449,0.873,1.016,0.000,0.000,-1.802,-1.632,-0.851,-1.000,0.142,1.019,-0.939,-0.445,0.000,-1.876,1.188,-1.754,-0.402,-1.561,-1.000,-0.782,0.000,0.000,0.906,1.821,213.000
-1.420,-1.435,-1.139,-0.349,0.000,0.000,-1.322,-1.406,-1.154,-1.000,0.142,2.104,-1.362,-0.572,0.000,-1.577,1.134,-1.337,-0.270,-2.073,-1.000,-0.782,0.000,0.000,0.629,0.822,212.000
-1.420,-1.420,0.095,1.698,0.000,0.000,-0.402,-0.800,-0.916,-1.000,0.142,0.488,-1.080,-0.812,0.000,-1.427,1.636,-1.754,-0.441,-1.492,-1.000,-1.427,0.000,0.000,0.242,1.389,211.000
-1.420,-1.405,0.781,0.333,0.000,0.000,-0.962,0.174,-1.408,-1.000,0.142,1.471,-1.362,-0.717,0.000,-2.064,1.717,-1.476,-0.317,-1.633,-1.000,-0.782,0.000,0.000,1.183,1.184,210.000
-1.420,-1.391,1.010,-0.008,0.000,0.000,-1.402,-2.026,-1.528,-1.000,-7.058,1.584,-1.502,-0.759,0.000,-1.352,0.836,-1.476,-0.425,-1.729,-1.000,-1.427,0.000,0.000,0.408,0.583,209.000
-1.420,-1.376,0.598,1.698,0.000,0.000,-1.302,-1.074,-0.951,-1.000,0.142,0.658,-0.516,-1.003,0.000,-1.689,1.175,-1.059,-0.284,-1.132,-1.000,-0.136,0.000,0.000,1.680,0.616,208.000
-1.420,-1.362,-3.379,0.333,0.000,0.000,-0.762,-0.703,-1.660,-1.000,0.142,1.528,-1.080,-0.646,0.000,-1.352,1.731,-1.059,-0.279,-0.201,-1.000,-0.136,0.000,0.000,1.017,1.469,207.000
-1.420,-1.347,1.238,-1.032,0.000,0.000,-1.622,-0.095,-1.289,-1.000,-7.058,1.449,-1.221,-0.592,0.000,-1.802,1.270,-1.059,-0.292,-2.252,-1.000,-0.782,0.000,0.000,1.017,1.020,206.000
-1.420,-1.333,-0.636,1.016,0.000,0.000,-1.782,-0.829,-0.883,-1.000,0.142,1.415,-1.502,-0.519,0.000,-1.914,1.622,-0.920,-0.137,-0.761,-1.000,-0.782,0.000,0.000,1.293,1.047,205.000
-1.420,-1.318,-0.910,0.333,0.000,0.000,-1.622,-1.695,-1.496,-1.000,0.142,1.471,-0.939,-0.520,0.000,-0.828,0.890,-1.337,-0.166,-1.265,-1.000,-0.782,0.000,0.000,1.680,0.725,204.000
-1.420,-1.304,0.461,0.674,0.000,0.000,-0.782,-0.208,-1.421,-1.000,-7.058,1.257,-1.502,-0.317,0.000,-1.614,1.161,-1.198,-0.223,-1.502,-1.000,-1.427,0.000,0.000,1.791,1.477,203.000
-1.420,-1.289,0.416,0.674,0.000,0.000,-1.602,-1.084,-1.315,-1.000,0.142,0.850,-1.643,-0.816,0.000,-1.165,1.365,-0.642,-0.294,-1.214,-1.000,-0.782,0.000,0.000,1.238,1.021,202.000
-1.420,-1.275,2.153,-1.373,0.000,0.000,-1.082,-1.588,-1.081,-1.000,0.142,1.483,-1.221,-0.668,0.000,-1.390,0.795,-1.337,-0.264,-0.676,-1.000,-1.427,0.000,0.000,0.353,1.068,201.000
-1.420,-1.260,0.461,-0.349,0.000,0.000,-0.802,-0.261,-1.293,-1.000,0.142,1.799,-1.502,-0.776,0.000,-1.502,0.849,-1.198,-0.325,-1.596,-1.000,-0.136,0.000,0.000,1.404,2.398,200.000
-1.420,-1.246,-1.596,1.016,0.000,0.000,-0.642,-0.170,-1.454,-1.000,0.142,1.370,-1.362,-0.785,0.000,-1.352,1.270,-1.615,-0.336,-0.897,-1.000,-0.782,0.000,0.000,0.297,1.251,199.000
-1.420,-1.231,-2.145,-1.373,0.000,0.000,-1.362,-1.088,-1.687,-1.000,0.142,1.754,-0.516,-0.126,0.000,-0.791,1.934,-1.476,-0.183,-1.769,-1.000,-1.427,0.000,0.000,1.625,1.188,198.000
-1.420,-1.217,-1.642,1.016,0.000,0.000,0.158,-1.540,-0.219,-1.000,0.142,2.093,-1.221,-0.218,0.000,-1.539,0.849,-1.893,-0.302,-0.748,-1.000,-1.427,0.000,0.000,1.293,1.273,197.000
-1.420,-1.202,0.370,0.674,0.000,0.000,-0.402,-0.064,-1.815,-1.000,-7.058,2.104,-0.516,-0.009,0.000,-1.577,1.351,-0.920,-0.253,-1.113,-1.000,-0.782,0.000,0.000,1.293,1.419,196.000
