EngineID,Cycle,OpSetting1,OpSetting2,OpSetting3,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,epr,Ps30,phi,NRf,NRc,BPR,farB,htBleed,Nf_dmd,PCNfR_dmd,W31,W32
-1.591,0.279,-2.282,0.674,0.000,0.000,-0.662,-0.124,-0.505,-1.000,0.142,0.590,-0.657,0.405,0.000,-0.491,0.483,-0.781,0.393,-1.180,-1.000,0.510,0.000,0.000,0.242,0.234
-1.591,0.293,1.056,-1.032,0.000,0.000,-0.002,-0.275,-1.314,-1.000,0.142,1.449,-1.784,0.212,0.000,-1.315,1.460,-1.059,0.843,-1.313,-1.000,-1.427,0.000,0.000,1.348,0.285
-1.591,0.308,0.964,0.333,0.000,0.000,0.778,-0.726,-0.080,-1.000,0.142,0.443,-0.798,0.391,0.000,-1.015,0.944,-1.198,0.588,-0.945,-1.000,-0.782,0.000,0.000,0.795,0.677
-1.591,0.322,0.050,-0.690,0.000,0.000,-0.942,-0.712,-1.223,-1.000,0.142,0.850,-1.502,0.589,0.000,-0.603,1.609,-1.754,0.589,-0.793,-1.000,-0.136,0.000,0.000,0.187,-0.313
-1.591,0.337,0.964,-0.690,0.000,0.000,-0.502,0.198,-1.090,-1.000,0.142,1.426,-1.080,0.106,0.000,-1.053,0.849,-1.615,0.662,-0.841,-1.000,-1.427,0.000,0.000,0.851,-0.024
-1.591,0.351,-1.688,-1.032,0.000,0.000,-0.802,-0.146,-0.453,-1.000,0.142,0.613,-1.784,0.216,0.000,-0.903,0.280,-1.893,0.394,-0.790,-1.000,-0.782,0.000,0.000,0.463,-0.278
-1.591,0.366,-1.322,-1.032,0.000,0.000,-2.722,-0.765,-1.021,-1.000,0.142,1.099,-1.221,0.029,0.000,-0.603,0.605,-1.615,0.526,-0.982,-1.000,-1.427,0.000,0.000,1.514,1.036
-1.591,0.380,0.324,0.333,0.000,0.000,-1.402,-0.529,-0.712,-1.000,0.142,0.816,-0.798,0.175,0.000,-1.165,1.256,-1.059,0.579,-0.550,-1.000,-1.427,0.000,0.000,1.072,1.508
-1.591,0.395,-0.956,-0.690,0.000,0.000,-2.322,-2.010,-0.738,-1.000,0.142,1.630,-1.362,0.338,0.000,-1.277,0.768,-0.920,0.498,-0.433,-1.000,-1.427,0.000,0.000,1.570,0.361
-1.591,0.409,-1.093,-0.690,0.000,0.000,-0.882,-1.049,-0.870,-1.000,0.142,1.720,-0.375,0.726,0.000,-0.529,0.985,-1.754,0.947,-0.249,-1.000,-0.782,0.000,0.000,0.574,0.222
-1.591,0.424,-1.139,1.016,0.000,0.000,-2.022,-1.152,-1.017,-1.000,0.142,1.223,-0.798,0.175,0.000,-1.352,0.605,-0.920,0.508,-1.793,-1.000,-0.782,0.000,0.000,1.017,1.085
-1.591,0.438,-0.407,1.016,0.000,0.000,-0.702,-0.947,-0.819,-1.000,0.142,1.946,-1.362,0.782,0.000,-1.015,1.066,-0.364,0.531,-0.529,-1.000,-0.782,0.000,0.000,0.574,0.629
-1.591,0.453,1.376,-0.008,0.000,0.000,0.298,-0.839,-0.836,-1.000,0.142,0.409,-1.362,0.453,0.000,-1.240,1.229,-0.920,0.571,-0.614,-1.000,0.510,0.000,0.000,0.297,0.056
-1.591,0.467,0.598,1.357,0.000,0.000,-1.882,-0.284,-1.094,-1.000,0.142,1.212,-1.221,0.232,0.000,-0.791,0.633,-1.059,0.393,0.009,-1.000,0.510,0.000,0.000,-0.699,1.503
-1.591,0.482,-0.270,1.357,0.000,0.000,-0.642,-0.816,-0.761,-1.000,0.142,1.404,-1.362,0.518,0.000,-1.277,0.890,-0.920,0.529,-1.068,-1.000,-0.782,0.000,0.000,0.463,0.403
-1.591,0.496,0.187,-1.032,0.000,0.000,-0.562,-0.472,-1.249,-1.000,0.142,1.743,-2.207,0.479,0.000,-0.978,0.877,-0.503,0.505,-1.700,-1.000,-0.782,0.000,0.000,0.574,1.880
-1.591,0.511,0.278,0.333,0.000,0.000,-0.662,-1.664,-1.178,-1.000,0.142,0.952,-0.798,0.878,0.000,-0.828,0.877,-2.310,0.623,-1.252,-1.000,-0.782,0.000,0.000,0.187,0.961
-1.591,0.525,0.690,-1.032,0.000,0.000,-0.742,0.362,-0.770,-1.000,0.142,1.370,-1.080,0.469,0.000,-0.828,0.999,-1.198,0.563,-0.913,-1.000,-1.427,0.000,0.000,-0.256,0.776
-1.591,0.540,0.416,0.333,0.000,0.000,0.178,0.430,-0.182,-1.000,0.142,0.601,-0.798,0.494,0.000,-1.128,0.673,-1.337,0.622,-1.230,-1.000,-0.136,0.000,0.000,0.740,0.087
-1.591,0.554,1.010,-1.373,0.000,0.000,-1.342,0.125,-0.993,-1.000,0.142,0.556,-1.362,0.389,0.000,-0.791,1.270,-1.893,0.606,-1.780,-1.000,-2.719,0.000,0.000,0.851,0.951
-1.591,0.569,-0.910,-0.349,0.000,0.000,-0.882,-1.106,-1.311,-1.000,0.142,1.437,-1.221,0.325,0.000,-0.716,1.297,-1.059,0.798,-0.657,-1.000,-2.073,0.000,0.000,0.851,1.502
-1.591,0.584,-0.362,-0.690,0.000,0.000,-0.302,-0.795,-0.795,-1.000,0.142,0.658,-1.221,0.470,0.000,-1.577,0.497,-0.920,0.791,-0.769,-1.000,-0.782,0.000,0.000,0.740,0.480
-1.591,0.598,0.187,0.333,0.000,0.000,-1.642,-1.211,0.161,-1.000,0.142,0.500,-1.221,0.770,0.000,-0.379,0.822,-0.642,0.543,-0.785,-1.000,-0.782,0.000,0.000,0.353,0.536
-1.591,0.613,0.461,-0.008,0.000,0.000,-1.302,-0.379,-0.293,-1.000,0.142,1.166,-0.939,0.252,0.000,-0.978,0.538,-1.198,0.579,-0.505,-1.000,-0.136,0.000,0.000,0.740,0.330
-1.591,0.627,0.095,-1.032,0.000,0.000,-1.622,-1.088,-1.446,-1.000,0.142,0.206,-0.657,0.910,0.000,-0.678,1.297,-1.059,0.789,-0.689,-1.000,-0.782,0.000,0.000,-0.754,0.374
-1.591,0.642,0.873,0.674,0.000,0.000,-0.122,-0.206,-0.260,-1.000,0.142,1.155,-1.502,0.376,0.000,-0.379,0.890,-0.920,0.634,-0.457,-1.000,-1.427,0.000,0.000,0.187,0.845
-1.591,0.656,-0.865,-0.349,0.000,0.000,-0.882,-1.535,-1.561,-1.000,0.142,1.245,-1.502,0.337,0.000,-0.379,0.673,-1.059,0.465,-0.940,-1.000,0.510,0.000,0.000,1.736,1.181
-1.591,0.671,0.233,-0.690,0.000,0.000,-0.722,-1.036,-0.994,-1.000,0.142,1.347,-1.221,0.661,0.000,-0.828,0.565,-1.476,0.621,0.751,-1.000,-0.136,0.000,0.000,-0.311,0.850
-1.591,0.685,-0.545,-1.032,0.000,0.000,-0.882,-0.076,-0.853,-1.000,0.142,-0.359,-0.657,0.570,0.000,-0.641,1.053,-0.920,0.630,-1.110,-1.000,-0.136,0.000,0.000,0.961,-0.225
-1.591,0.700,0.278,0.333,0.000,0.000,-1.102,-0.196,-0.536,-1.000,0.142,0.737,-1.080,0.505,0.000,-0.379,0.470,-1.337,0.834,-0.804,-1.000,-0.136,0.000,0.000,1.293,0.607
-1.591,0.714,-0.042,-1.714,0.000,0.000,-1.602,0.290,-0.970,-1.000,0.142,0.511,-0.516,0.578,0.000,-1.165,0.253,-1.337,0.976,-0.841,-1.000,-0.136,0.000,0.000,0.795,-0.523
-1.591,0.729,-0.316,-0.349,0.000,0.000,-0.522,-0.860,0.211,-1.000,0.142,0.703,-1.502,0.661,0.000,-0.341,0.307,-0.781,0.319,-1.198,-1.000,-0.782,0.000,0.000,1.514,0.186
-1.591,0.743,1.010,1.357,0.000,0.000,-0.802,-0.123,-0.213,-1.000,0.142,0.534,-1.080,0.774,0.000,-1.614,0.321,-1.198,0.668,-0.364,-1.000,0.510,0.000,0.000,-0.643,1.007
-1.591,0.758,0.873,-1.714,0.000,0.000,-1.282,-0.438,-0.073,-1.000,0.142,0.545,-1.784,0.517,0.000,-0.266,1.053,-0.781,0.586,-0.950,-1.000,-0.782,0.000,0.000,0.685,0.096
-1.591,0.772,-0.773,1.357,0.000,0.000,-1.222,-0.601,-0.831,-1.000,0.142,1.404,-0.657,0.580,0.000,-0.940,1.134,-1.337,0.877,-0.998,-1.000,-0.782,0.000,0.000,0.463,0.818
-1.591,0.787,-0.453,1.357,0.000,0.000,-0.102,0.636,-0.599,-1.000,0.142,0.398,-0.939,0.316,0.000,-0.192,0.416,-1.337,1.096,-0.676,-1.000,-0.782,0.000,0.000,0.685,-0.629
-1.591,0.801,-0.865,-0.349,0.000,0.000,-0.242,0.202,-1.235,-1.000,0.142,1.279,-0.657,0.757,0.000,0.033,0.727,-0.503,0.566,-0.297,-1.000,-0.782,0.000,0.000,0.463,1.013
-1.591,0.816,0.324,1.016,0.000,0.000,-0.302,0.257,-0.373,-1.000,0.142,0.590,0.047,0.981,0.000,-0.603,0.836,-0.781,0.798,-1.401,-1.000,-0.782,0.000,0.000,0.961,-0.190
-1.591,0.830,-0.956,-1.373,0.000,0.000,0.038,-0.470,-1.128,-1.000,0.142,1.178,-0.657,0.647,0.000,-0.491,0.822,-0.920,0.870,-0.606,-1.000,-0.782,0.000,0.000,0.685,0.225
-1.591,0.845,-0.179,1.016,0.000,0.000,-0.282,-0.842,-1.117,-1.000,0.142,1.212,-1.080,0.508,0.000,-0.903,1.243,-1.198,0.722,-1.121,-1.000,-0.136,0.000,0.000,0.851,0.586
-1.591,0.859,-0.179,-1.373,0.000,0.000,-0.922,-1.010,-0.269,-1.000,0.142,0.387,-0.798,0.899,0.000,-1.203,0.172,-0.642,0.523,-0.367,-1.000,1.155,0.000,0.000,1.127,0.710
-1.591,0.874,-1.368,0.333,0.000,0.000,-0.142,-0.978,-0.456,-1.000,0.142,0.647,-1.221,1.005,0.000,-0.117,0.077,-1.476,0.791,0.415,-1.000,-0.136,0.000,0.000,0.408,0.745
-1.591,0.888,0.416,-1.373,0.000,0.000,0.238,-0.002,-0.316,-1.000,0.142,0.522,-0.516,1.039,0.000,0.108,0.741,-1.198,1.047,-1.713,-1.000,-0.782,0.000,0.000,1.183,1.771
-1.591,0.903,-1.459,1.016,0.000,0.000,-0.542,-0.834,-0.404,-1.000,0.142,0.285,-1.502,0.657,0.000,-0.042,0.280,-0.364,0.673,-0.305,-1.000,-1.427,0.000,0.000,0.187,0.190
-1.591,0.917,0.873,0.333,0.000,0.000,-1.262,-1.535,0.024,-1.000,0.142,1.245,-0.939,0.644,0.000,-0.229,0.755,-1.337,0.845,0.276,-1.000,-0.136,0.000,0.000,0.906,-0.024
-1.591,0.932,2.519,-0.008,0.000,0.000,-0.142,-1.881,-1.024,-1.000,0.142,1.200,-1.080,0.563,0.000,-0.603,0.944,-1.198,1.100,-1.041,-1.000,0.510,0.000,0.000,-0.035,0.156
-1.591,0.946,0.461,-0.008,0.000,0.000,-0.802,-0.901,-0.393,-1.000,0.142,0.104,-0.798,0.688,0.000,-0.641,0.375,-1.615,0.616,-1.316,-1.000,-1.427,0.000,0.000,0.519,1.192
-1.591,0.961,-0.087,1.357,0.000,0.000,-1.222,0.182,-0.154,-1.000,0.142,0.319,-0.516,0.605,0.000,-0.341,0.443,-1.059,0.663,-0.033,-1.000,-1.427,0.000,0.000,-0.477,-0.247
-1.591,0.976,-1.322,-0.008,0.000,0.000,-0.862,-0.571,-0.324,-1.000,0.142,0.375,-0.657,0.696,0.000,-0.566,0.619,-0.503,0.714,0.108,-1.000,0.510,0.000,0.000,1.072,-0.165
-1.591,0.990,-1.962,-0.690,0.000,0.000,-0.722,0.437,-0.459,-1.000,0.142,0.771,-0.798,0.608,0.000,-0.192,1.365,-0.364,1.056,0.012,-1.000,-0.782,0.000,0.000,0.519,1.313
-1.591,1.005,-1.002,-1.373,0.000,0.000,-0.982,-1.007,-0.944,-1.000,0.142,0.488,-0.657,1.039,0.000,-0.978,0.538,-0.642,0.758,-0.383,-1.000,-0.782,0.000,0.000,0.408,0.708
-1.591,1.019,0.461,0.674,0.000,0.000,-0.042,-0.808,-0.447,-1.000,0.142,0.624,-0.939,0.822,0.000,-0.791,0.416,-0.503,1.058,-0.998,-1.000,-0.136,0.000,0.000,0.685,0.745
-1.591,1.034,-1.047,1.016,0.000,0.000,0.498,-0.222,-0.850,-1.000,0.142,1.155,-1.502,0.994,0.000,-0.903,0.565,-1.615,1.305,-0.905,-1.000,-0.782,0.000,0.000,0.076,0.620
-1.591,1.048,0.553,-0.008,0.000,0.000,-1.102,-0.886,-0.280,-1.000,-7.058,0.624,-0.657,1.126,0.000,-1.128,0.727,-1.337,0.720,-0.596,-1.000,-0.782,0.000,0.000,-1.031,0.742
-1.591,1.063,-0.682,0.333,0.000,0.000,-1.422,-0.575,0.198,-1.000,0.142,0.070,-0.798,0.939,0.000,-0.154,0.917,-1.198,0.893,-0.369,-1.000,-0.136,0.000,0.000,0.131,0.886
-1.591,1.077,0.187,-1.032,0.000,0.000,-0.662,-0.436,0.620,-1.000,0.142,0.760,-0.939,0.761,0.000,0.108,0.633,-0.642,0.974,0.103,-1.000,-0.782,0.000,0.000,0.242,-0.375
-1.591,1.092,0.827,-1.714,0.000,0.000,-0.242,-0.053,-0.343,-1.000,0.142,0.183,0.188,0.633,0.000,-0.341,1.107,-0.781,1.124,-0.782,-1.000,-0.136,0.000,0.000,-0.422,0.249
-1.591,1.106,-0.636,-1.373,0.000,0.000,-0.382,-0.198,0.041,-1.000,0.142,-0.133,-1.643,1.157,0.000,-0.603,0.538,-1.059,1.232,-0.383,-1.000,-0.136,0.000,0.000,0.408,0.959
-1.591,1.121,0.095,-1.373,0.000,0.000,-1.682,-0.183,-0.608,-1.000,0.142,0.884,-0.235,0.757,0.000,-0.266,0.294,-0.920,1.075,-1.009,-1.000,-0.782,0.000,0.000,0.463,0.914
-1.591,1.135,-0.133,1.357,0.000,0.000,0.618,-0.718,-0.774,-1.000,0.142,0.488,-0.094,0.758,0.000,-0.079,0.551,-1.059,0.983,-0.159,-1.000,-0.782,0.000,0.000,-0.588,0.298
-1.591,1.150,0.187,-1.373,0.000,0.000,0.458,-0.552,-0.254,-1.000,0.142,-0.020,-0.516,1.291,0.000,-0.828,0.727,-0.920,0.809,-0.148,-1.000,-0.136,0.000,0.000,0.297,-0.156
-1.591,1.164,0.233,-1.373,0.000,0.000,0.998,-1.242,0.235,-1.000,0.142,0.455,-1.502,0.762,0.000,-0.828,0.158,-1.893,1.036,-0.017,-1.000,0.510,0.000,0.000,-0.145,0.648
-1.591,1.179,-2.876,-1.714,0.000,0.000,-1.462,0.335,-0.342,-1.000,0.142,-0.517,-0.094,1.152,0.000,-0.491,0.524,-0.920,1.107,-0.057,-1.000,0.510,0.000,0.000,0.519,0.232
-1.591,1.193,-1.916,0.674,0.000,0.000,-0.562,-1.588,-0.774,-1.000,0.142,-0.302,-0.516,0.848,0.000,-0.304,0.361,-0.920,1.050,0.020,-1.000,0.510,0.000,0.000,0.740,1.186
-1.591,1.208,-0.362,1.357,0.000,0.000,0.758,-0.121,-0.076,-1.000,0.142,-0.043,-0.798,0.924,0.000,-0.416,0.443,-0.920,0.876,-0.239,-1.000,0.510,0.000,0.000,0.795,0.210
-1.591,1.222,-0.133,0.333,0.000,0.000,-0.262,-0.180,0.617,-1.000,0.142,-0.551,-0.094,1.064,0.000,0.108,0.402,-1.059,1.189,-0.692,-1.000,-0.136,0.000,0.000,-0.533,-0.455
-1.591,1.237,0.141,1.357,0.000,0.000,-0.422,0.308,-0.407,-1.000,0.142,0.511,-1.502,1.169,0.000,-0.042,0.280,-0.920,1.196,0.105,-1.000,-0.782,0.000,0.000,0.076,-0.627
-1.591,1.251,-0.225,-0.008,0.000,0.000,-0.562,-0.030,1.438,-1.000,0.142,0.206,-0.235,0.860,0.000,-0.678,0.361,-0.781,1.016,-0.982,-1.000,0.510,0.000,0.000,-0.256,-0.690
-1.591,1.266,1.147,-0.008,0.000,0.000,-0.642,0.924,0.373,-1.000,0.142,0.116,-0.657,1.050,0.000,0.108,-0.018,-0.920,0.918,0.516,-1.000,0.510,0.000,0.000,-0.422,1.015
-1.591,1.280,0.964,-1.032,0.000,0.000,-0.502,-0.084,-0.626,-1.000,0.142,0.036,-0.798,0.722,0.000,-0.791,0.077,-0.781,0.887,-0.223,-1.000,0.510,0.000,0.000,-0.643,0.233
-1.591,1.295,1.787,-1.373,0.000,0.000,0.138,0.099,0.074,-1.000,0.142,0.003,-0.375,0.869,0.000,-0.192,-0.222,-0.503,1.340,-0.217,-1.000,-0.136,0.000,0.000,0.740,0.746
-1.591,1.309,0.050,-1.714,0.000,0.000,0.178,0.849,-1.068,-1.000,0.142,-0.020,-0.375,0.805,0.000,0.445,0.470,-0.503,1.452,0.641,-1.000,1.155,0.000,0.000,0.021,-0.962
-1.591,1.324,1.284,-0.008,0.000,0.000,-0.462,-0.770,-0.444,-1.000,0.142,-0.020,-1.362,1.072,0.000,-0.416,-0.317,-1.059,1.212,-0.303,-1.000,-0.782,0.000,0.000,0.961,-1.332
-1.591,1.338,-1.139,1.016,0.000,0.000,-0.842,-0.235,-0.162,-1.000,0.142,0.398,-0.657,1.298,0.000,-0.117,0.253,-0.364,1.498,-0.228,-1.000,-0.136,0.000,0.000,0.297,-0.956
-1.591,1.353,-0.865,-0.008,0.000,0.000,-0.102,0.246,1.013,-1.000,0.142,0.229,-0.375,1.068,0.000,-0.042,0.009,0.054,1.092,-0.572,-1.000,-0.782,0.000,0.000,0.076,-0.080
-1.591,1.367,0.690,1.357,0.000,0.000,1.078,-0.245,-0.236,-1.000,0.142,-0.427,-0.516,1.212,0.000,-0.079,0.633,-0.364,1.084,-0.209,-1.000,1.155,0.000,0.000,0.408,-0.155
-1.591,1.382,-0.225,-0.008,0.000,0.000,-0.022,0.781,0.633,-1.000,0.142,0.545,-0.235,1.324,0.000,-0.154,-0.723,-0.364,1.492,-0.897,-1.000,0.510,0.000,0.000,-0.533,0.594
-1.591,1.397,-0.453,-1.714,0.000,0.000,-0.202,-1.028,-0.682,-1.000,0.142,0.624,0.047,1.019,0.000,-0.266,0.511,-0.920,1.305,0.655,-1.000,-0.136,0.000,0.000,-0.865,0.304
-1.591,1.411,0.553,-1.373,0.000,0.000,-0.162,-0.206,0.357,-1.000,0.142,-0.043,-0.375,1.209,0.000,-0.042,0.253,0.054,1.177,-0.247,-1.000,-0.136,0.000,0.000,-0.035,-0.825
-1.591,1.426,0.370,-1.032,0.000,0.000,-0.182,-0.886,1.078,-1.000,0.142,-0.201,-0.657,1.110,0.000,0.557,-0.113,-0.225,1.201,0.084,-1.000,0.510,0.000,0.000,0.131,0.986
-1.591,1.440,-0.270,-0.349,0.000,0.000,1.218,1.376,0.153,-1.000,0.142,-0.223,-0.094,1.542,0.000,-0.454,0.456,-0.920,1.444,0.439,-1.000,-0.136,0.000,0.000,0.574,0.071
-1.591,1.455,-0.087,0.333,0.000,0.000,0.138,-0.346,-0.123,-1.000,0.142,-0.472,-1.080,1.311,0.000,0.932,0.714,-0.920,1.470,-0.998,-1.000,0.510,0.000,0.000,0.076,0.653
-1.591,1.469,0.690,1.357,0.000,0.000,1.138,1.735,0.663,-1.000,0.142,0.127,-1.221,1.478,0.000,0.071,0.199,-1.059,1.467,0.044,-1.000,0.510,0.000,0.000,-0.367,0.472
-1.591,1.484,0.187,-0.349,0.000,0.000,0.258,0.561,0.167,-1.000,0.142,0.048,-0.657,1.687,0.000,-0.341,-0.683,-0.642,1.529,0.777,-1.000,0.510,0.000,0.000,-0.865,-0.060
-1.591,1.498,-1.185,-0.349,0.000,0.000,1.558,-0.325,-0.145,-1.000,0.142,-0.257,-0.798,1.223,0.000,0.744,-0.561,-0.225,1.454,0.367,-1.000,0.510,0.000,0.000,-0.920,-1.106
-1.591,1.513,-1.230,0.333,0.000,0.000,-0.142,0.321,0.314,-1.000,0.142,-0.291,-1.221,1.638,0.000,0.370,-0.262,-0.920,1.375,0.007,-1.000,0.510,0.000,0.000,-0.035,-0.292
-1.591,1.527,-0.316,-0.008,0.000,0.000,-0.542,-0.049,0.740,-1.000,0.142,-0.348,-0.798,1.582,0.000,0.071,0.660,-1.059,1.688,-0.857,-1.000,0.510,0.000,0.000,-0.367,-0.466
-1.591,1.542,1.376,-0.008,0.000,0.000,1.138,1.366,0.602,-1.000,0.142,-0.834,-1.221,1.392,0.000,0.145,-0.330,-1.059,1.811,1.055,-1.000,-0.136,0.000,0.000,-0.035,-0.855
-1.591,1.556,0.644,-1.373,0.000,0.000,-0.702,1.060,1.175,-1.000,0.142,-0.133,-0.798,1.540,0.000,0.220,-0.723,-0.225,1.450,-0.439,-1.000,0.510,0.000,0.000,-0.809,-0.756
-1.591,1.571,-0.453,1.357,0.000,0.000,0.018,-0.014,0.294,-1.000,0.142,0.048,-0.094,1.719,0.000,0.145,0.104,0.054,1.599,0.719,-1.000,1.155,0.000,0.000,-1.252,-0.747
-1.591,1.585,-0.636,0.333,0.000,0.000,0.918,0.531,0.362,-1.000,0.142,-0.189,-0.798,1.417,0.000,0.033,0.578,0.332,1.601,0.065,-1.000,-0.136,0.000,0.000,-0.256,-1.786
-1.591,1.600,-1.230,-0.690,0.000,0.000,0.338,0.192,0.198,-1.000,0.142,-0.551,0.188,1.595,0.000,0.632,-0.208,0.193,1.747,-0.337,-1.000,0.510,0.000,0.000,-1.805,-0.134
-1.591,1.614,-0.499,-0.008,0.000,0.000,-0.102,0.166,0.358,-1.000,0.142,0.127,0.470,1.670,0.000,0.183,0.361,0.193,1.578,0.647,-1.000,1.155,0.000,0.000,-0.201,-1.294
-1.591,1.629,1.559,0.333,0.000,0.000,0.318,1.528,0.292,-1.000,0.142,-0.077,-0.798,1.688,0.000,0.520,-1.008,0.054,1.856,0.207,-1.000,-0.136,0.000,0.000,-0.367,-0.821
-1.591,1.643,-0.407,1.016,0.000,0.000,-0.162,0.489,0.515,-1.000,0.142,-0.223,-0.094,1.710,0.000,0.595,-0.669,-0.086,1.576,0.889,-1.000,1.801,0.000,0.000,-0.035,-0.339
-1.591,1.658,0.690,-1.032,0.000,0.000,-0.702,1.347,0.631,-1.000,0.142,-0.088,-0.516,1.635,0.000,0.670,-0.750,-0.503,1.543,1.508,-1.000,0.510,0.000,0.000,0.021,-0.711
-1.591,1.672,0.781,1.698,0.000,0.000,0.518,0.600,0.091,-1.000,0.142,-0.415,-0.939,1.841,0.000,-0.266,-0.317,-0.225,1.904,0.577,-1.000,1.801,0.000,0.000,0.353,0.350
-1.591,1.687,0.416,-1.373,0.000,0.000,0.478,0.247,1.275,-1.000,0.142,-0.404,-0.235,1.684,0.000,0.632,-1.361,0.054,1.867,0.412,-1.000,0.510,0.000,0.000,-0.643,-1.202
-1.591,1.701,-1.413,-0.349,0.000,0.000,0.058,0.822,0.183,-1.000,0.142,0.070,-0.375,1.901,0.000,0.183,-0.113,-0.364,1.779,0.617,-1.000,1.155,0.000,0.000,-0.090,0.189
-1.591,1.716,0.598,-0.349,0.000,0.000,0.078,1.143,0.114,-1.000,0.142,-0.856,-0.094,2.101,0.000,1.156,-0.249,-0.642,1.962,1.023,-1.000,0.510,0.000,0.000,-0.865,-0.196
-1.591,1.730,0.507,-0.349,0.000,0.000,0.098,0.879,0.885,-1.000,0.142,-0.122,0.611,1.444,0.000,0.782,-1.049,0.332,1.560,0.108,-1.000,1.155,0.000,0.000,0.519,-0.572
-1.591,1.745,-0.819,-1.373,0.000,0.000,1.358,1.410,0.173,-1.000,0.142,-0.935,-0.375,1.679,0.000,0.370,-0.371,-0.642,1.830,0.801,-1.000,1.155,0.000,0.000,-0.311,-0.413
-1.591,1.759,-0.499,1.016,0.000,0.000,1.438,0.830,1.466,-1.000,0.142,-0.721,0.752,1.931,0.000,0.557,-0.276,-0.086,1.977,0.575,-1.000,-0.136,0.000,0.000,-1.197,-0.320
-1.591,1.774,1.010,1.016,0.000,0.000,0.098,-0.819,1.106,-1.000,0.142,-0.653,0.047,1.461,0.000,1.044,-0.317,-0.781,1.996,0.167,-1.000,1.155,0.000,0.000,-0.754,-0.493
-1.591,1.789,-0.499,-0.349,0.000,0.000,0.078,1.432,0.347,-1.000,0.142,-0.641,0.047,1.742,0.000,0.969,-0.642,0.888,2.189,1.473,-1.000,-0.782,0.000,0.000,-1.418,-0.208
-1.591,1.803,0.095,-1.373,0.000,0.000,2.038,0.946,0.217,-1.000,0.142,-0.280,0.752,2.041,0.000,0.894,-0.506,-0.086,1.964,1.204,-1.000,-0.136,0.000,0.000,-1.473,-0.510
-1.591,1.818,0.873,0.674,0.000,0.000,-0.682,2.074,0.632,-1.000,0.142,-0.721,0.611,2.405,0.000,0.482,-0.466,0.332,2.017,-0.486,-1.000,-0.136,0.000,0.000,-0.201,-0.981
-1.591,1.832,-1.185,-0.690,0.000,0.000,0.978,1.159,0.603,-1.000,0.142,-0.641,0.188,2.373,0.000,0.707,-1.211,0.471,2.072,0.873,-1.000,0.510,0.000,0.000,-0.367,-0.641
-1.591,1.847,0.736,-0.690,0.000,0.000,1.138,0.502,0.502,-1.000,0.142,-0.077,-0.094,2.239,0.000,0.894,-0.520,-0.086,2.024,1.428,-1.000,0.510,0.000,0.000,-0.809,-1.218
-1.591,1.861,0.141,-0.690,0.000,0.000,1.998,-0.095,0.884,-1.000,0.142,-0.415,-0.516,2.368,0.000,1.643,0.185,-0.503,2.191,0.487,-1.000,1.801,0.000,0.000,-0.588,-1.106
-1.591,1.876,0.507,-1.373,0.000,0.000,0.918,0.745,1.257,-1.000,0.142,-0.020,-0.235,2.221,0.000,0.857,-1.062,-0.503,1.833,0.044,-1.000,1.155,0.000,0.000,-0.809,-1.791
-1.591,1.890,-1.733,0.674,0.000,0.000,0.738,1.733,1.088,-1.000,0.142,0.195,0.892,2.510,0.000,1.156,0.131,-0.086,2.196,1.044,-1.000,0.510,0.000,0.000,-0.533,-0.903
-1.591,1.905,0.461,0.333,0.000,0.000,1.458,-0.431,1.312,-1.000,0.142,-0.641,-0.516,2.708,0.000,1.119,0.077,0.749,2.271,1.388,-1.000,1.155,0.000,0.000,-0.809,-0.988
-1.591,1.919,0.324,-0.008,0.000,0.000,0.618,0.386,2.163,-1.000,0.142,-0.901,0.047,2.360,0.000,0.108,-0.520,-0.364,2.302,1.196,-1.000,1.155,0.000,0.000,-0.865,-0.480
-1.591,1.934,0.964,-1.714,0.000,0.000,0.778,2.170,0.825,-1.000,0.142,-1.127,0.470,2.304,0.000,1.381,0.117,-0.503,2.263,1.668,-1.000,1.155,0.000,0.000,-1.916,-0.343
-1.591,1.948,1.330,0.333,0.000,0.000,1.138,1.485,1.023,-1.000,0.142,-0.472,0.329,2.726,0.000,1.531,-0.981,1.166,2.294,0.900,-1.000,1.155,0.000,0.000,-0.201,-2.047
-1.591,1.963,0.095,-0.349,0.000,0.000,0.538,0.138,1.497,-1.000,0.142,-0.235,0.188,2.634,0.000,1.081,-0.900,0.471,2.413,1.036,-1.000,1.801,0.000,0.000,-1.971,-2.249
-1.591,1.977,0.461,0.333,0.000,0.000,0.898,1.433,1.430,-1.000,0.142,-1.026,0.470,2.217,0.000,1.568,-1.184,1.166,2.700,1.185,-1.000,-0.136,0.000,0.000,-0.754,-0.361
-1.591,1.992,-0.133,-0.349,0.000,0.000,1.618,1.580,1.517,-1.000,0.142,-0.958,0.752,2.948,0.000,0.932,-1.401,0.332,2.584,1.359,-1.000,1.801,0.000,0.000,-1.307,-0.571
-1.591,2.006,0.233,-0.008,0.000,0.000,1.438,1.727,0.868,-1.000,0.142,-1.703,0.329,2.679,0.000,1.231,-1.903,0.193,2.471,1.063,-1.000,1.155,0.000,0.000,-0.311,-1.517
